192.168.91.152-13.107.4.52-56339-80-6,192.168.91.152,56339,13.107.4.52,80,6,04/10/2019 12:13:44 AM,60959,2,5,111.0,1013.0,111.0,0.0,55.5,78.48885271170677,1013.0,0.0,202.6,453.0273722414574,18438.622680818255,114.83128004068308,10159.833333333334,11171.256606428242,25825.0,129.0,439.0,439.0,0.0,439.0,439.0,60959.0,15239.75,10600.338182498394,25825.0,1338.0,0,0,0,0,40,124,32.80893715448088,82.0223428862022,0.0,1013.0,140.5,354.6765125736811,125795.42857142857,0,1,0,0,0,0,0,0,2.0,160.57142857142858,55.5,202.6,0,0,0,0,0,0,2,111,5,1013,-1,115,1,0,0,0,0,0,0,0,0,0,No Label
192.168.91.152-13.107.4.52-56339-80-6,192.168.91.152,56339,13.107.4.52,80,6,04/10/2019 12:13:44 AM,10085,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297.4714923153198,5042.5,6463.663086826231,9613.0,472.0,472.0,472.0,0.0,472.0,472.0,0,0,0,0,0,0,0,0,0,40,20,198.31432821021318,99.15716410510659,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,252,0,0,0,0,0,0,0,0,0,0,No Label
192.168.91.152-13.107.4.52-56340-80-6,192.168.91.152,56340,13.107.4.52,80,6,04/10/2019 12:13:44 AM,24094,2,5,111.0,1013.0,111.0,0.0,55.5,78.48885271170677,1013.0,0.0,202.6,453.0273722414574,46650.61841122271,290.52876234747237,4015.6666666666665,4253.348030277638,10793.0,132.0,758.0,758.0,0.0,758.0,758.0,24094.0,6023.5,4232.540726325028,10793.0,659.0,0,0,0,0,40,124,83.00821781356353,207.52054453390886,0.0,1013.0,140.5,354.6765125736811,125795.42857142857,0,1,0,0,0,0,0,0,2.0,160.57142857142858,55.5,202.6,0,0,0,0,0,0,2,111,5,1013,-1,115,1,0,0,0,0,0,0,0,0,0,No Label
192.168.91.152-13.107.4.52-56340-80-6,192.168.91.152,56340,13.107.4.52,80,6,04/10/2019 12:13:44 AM,16629,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.27181430031871,16629.0,0.0,16629.0,16629.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,60.135907150159355,60.135907150159355,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,252,0,0,0,0,0,0,0,0,0,0,No Label
192.168.91.152-13.107.4.52-57140-80-6,192.168.91.152,57140,13.107.4.52,80,6,04/10/2019 12:32:17 AM,72526,2,5,111.0,1013.0,111.0,0.0,55.5,78.48885271170677,1013.0,0.0,202.6,453.0273722414574,15497.890411714421,96.51711110498304,12087.666666666666,19426.377682590923,50642.0,138.0,727.0,727.0,0.0,727.0,727.0,72526.0,18131.5,22109.300343219067,50642.0,1176.0,0,0,0,0,40,124,27.576317458566585,68.94079364641647,0.0,1013.0,140.5,354.6765125736811,125795.42857142857,0,1,0,0,0,0,0,0,2.0,160.57142857142858,55.5,202.6,0,0,0,0,0,0,2,111,5,1013,-1,115,1,0,0,0,0,0,0,0,0,0,No Label
192.168.91.152-13.107.4.52-57140-80-6,192.168.91.152,57140,13.107.4.52,80,6,04/10/2019 12:32:17 AM,12688,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.4438839848676,6344.0,8213.752370262937,12152.0,536.0,536.0,536.0,0.0,536.0,536.0,0,0,0,0,0,0,0,0,0,40,20,157.62925598991174,78.81462799495587,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,252,0,0,0,0,0,0,0,0,0,0,No Label
192.168.91.152-13.107.4.52-57142-80-6,192.168.91.152,57142,13.107.4.52,80,6,04/10/2019 12:32:17 AM,18937,2,5,111.0,1013.0,111.0,0.0,55.5,78.48885271170677,1013.0,0.0,202.6,453.0273722414574,59354.70243438771,369.64672334583094,3156.1666666666665,3568.066894925972,8744.0,153.0,568.0,568.0,0.0,568.0,568.0,18937.0,4734.25,3789.7224502593854,8744.0,692.0,0,0,0,0,40,124,105.61334952738027,264.0333738184507,0.0,1013.0,140.5,354.6765125736811,125795.42857142857,0,1,0,0,0,0,0,0,2.0,160.57142857142858,55.5,202.6,0,0,0,0,0,0,2,111,5,1013,-1,115,1,0,0,0,0,0,0,0,0,0,No Label
192.168.91.152-13.107.4.52-57142-80-6,192.168.91.152,57142,13.107.4.52,80,6,04/10/2019 12:32:17 AM,12415,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241.64317358034634,6207.5,7596.44815028708,11579.0,836.0,836.0,836.0,0.0,836.0,836.0,0,0,0,0,0,0,0,0,0,40,20,161.09544905356424,80.54772452678212,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,252,0,0,0,0,0,0,0,0,0,0,No Label
192.168.91.152-98.138.219.231-57145-80-6,192.168.91.152,57145,98.138.219.231,80,6,04/10/2019 12:32:20 AM,2148,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1862.1973929236497,716.0,836.2702912336417,1674.0,132.0,342.0,342.0,0.0,342.0,342.0,1674.0,1674.0,0.0,1674.0,1674.0,0,0,0,0,40,64,931.0986964618248,931.0986964618248,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,2,0,-1,14600,0,0,0,0,0,0,0,0,0,0,No Label
192.168.91.152-13.107.4.52-57158-80-6,192.168.91.152,57158,13.107.4.52,80,6,04/10/2019 12:32:44 AM,13064,2,5,111.0,1013.0,111.0,0.0,55.5,78.48885271170677,1013.0,0.0,202.6,453.0273722414574,86037.96693202695,535.8236374770362,2177.3333333333335,2332.002801599232,5599.0,117.0,422.0,422.0,0.0,422.0,422.0,13064.0,3266.0,2293.0656336005736,5599.0,202.0,0,0,0,0,40,124,153.09246785058176,382.7311696264544,0.0,1013.0,140.5,354.6765125736811,125795.42857142857,0,1,0,0,0,0,0,0,2.0,160.57142857142858,55.5,202.6,0,0,0,0,0,0,2,111,5,1013,-1,115,1,0,0,0,0,0,0,0,0,0,No Label
